"ll","alpha","lambda1","lambda2","lambda3"
-4666.61853836605,2.13036951320823,0.020541490676429,0.0526140783231324,0.00733052188384275
-4666.61853836605,2.13036951320823,0.020541490676429,0.0526140783231324,0.00733052188384275
-4666.61853836605,2.13036951320823,0.020541490676429,0.0526140783231324,0.00733052188384275
-4666.61853836605,2.13036951320823,0.020541490676429,0.0526140783231324,0.00733052188384275
-4669.49437664102,2.06088431448104,0.0256751197278497,0.0799661821046517,0.00654195858391748
-4671.01807760815,2.03706940745881,0.0280804280396162,0.0929523745460208,0.0049494962414618
-4668.56161764908,1.97180164364198,0.0343543277390112,0.0951066241900103,0.00398997903574991
-4668.56161764908,1.97180164364198,0.0343543277390112,0.0951066241900103,0.00398997903574991
-4668.56161764908,1.97180164364198,0.0343543277390112,0.0951066241900103,0.00398997903574991
-4668.56161764908,1.97180164364198,0.0343543277390112,0.0951066241900103,0.00398997903574991
-4668.61756217933,1.98678708867237,0.0336804621593539,0.0900608950060936,0.00293531730259705
-4668.61756217933,1.98678708867237,0.0336804621593539,0.0900608950060936,0.00293531730259705
-4669.38145810349,1.96605828599227,0.0339578643126908,0.100063656852527,0.00378567463899491
-4670.23518559702,1.93637840829507,0.0371970984389682,0.106463940216272,0.00454025846050506
-4670.23518559702,1.93637840829507,0.0371970984389682,0.106463940216272,0.00454025846050506
-4670.23518559702,1.93637840829507,0.0371970984389682,0.106463940216272,0.00454025846050506
-4670.23518559702,1.93637840829507,0.0371970984389682,0.106463940216272,0.00454025846050506
-4671.41290146273,1.94698746081335,0.0352956555094058,0.111325291979933,0.00288242955693553
-4671.41290146273,1.94698746081335,0.0352956555094058,0.111325291979933,0.00288242955693553
-4671.41290146273,1.94698746081335,0.0352956555094058,0.111325291979933,0.00288242955693553
-4670.76657430255,1.95261124827166,0.0342182904075869,0.106611830886345,0.00456660116391079
-4670.76657430255,1.95261124827166,0.0342182904075869,0.106611830886345,0.00456660116391079
-4670.76657430255,1.95261124827166,0.0342182904075869,0.106611830886345,0.00456660116391079
-4670.49930043119,1.97000236004292,0.0355218227083473,0.106176567293051,0.00342292378878128
-4670.49930043119,1.97000236004292,0.0355218227083473,0.106176567293051,0.00342292378878128
-4669.79340895953,1.9466156060439,0.0409005409042655,0.102918782712307,0.00710187457556383
-4669.79340895953,1.9466156060439,0.0409005409042655,0.102918782712307,0.00710187457556383
-4669.12939740604,1.96566860213752,0.0394101914131543,0.0952127868138833,0.00750197934377519
-4669.12939740604,1.96566860213752,0.0394101914131543,0.0952127868138833,0.00750197934377519
-4666.33338420354,2.07705020248519,0.0251227445644896,0.0679930596407789,0.00546603468362014
-4666.33338420354,2.07705020248519,0.0251227445644896,0.0679930596407789,0.00546603468362014
-4666.33338420354,2.07705020248519,0.0251227445644896,0.0679930596407789,0.00546603468362014
-4665.08835278845,2.16147301461314,0.0173365322857703,0.0482172819224942,0.00372957203344689
-4665.08835278845,2.16147301461314,0.0173365322857703,0.0482172819224942,0.00372957203344689
-4665.08835278845,2.16147301461314,0.0173365322857703,0.0482172819224942,0.00372957203344689
-4665.08835278845,2.16147301461314,0.0173365322857703,0.0482172819224942,0.00372957203344689
-4664.87823867747,2.14091810973374,0.0181229054552305,0.0473052793481705,0.00532336831203113
-4664.87823867747,2.14091810973374,0.0181229054552305,0.0473052793481705,0.00532336831203113
-4665.56365661752,2.130421292323,0.018906382343626,0.0448973312239364,0.00655085897984055
-4665.21433282054,2.16421638536927,0.0165775754311382,0.0444230338848244,0.00550476221936724
-4665.21433282054,2.16421638536927,0.0165775754311382,0.0444230338848244,0.00550476221936724
-4665.34207698838,2.08042244813484,0.0239845197896909,0.0580159682594086,0.00653285134600772
-4665.34207698838,2.08042244813484,0.0239845197896909,0.0580159682594086,0.00653285134600772
-4665.34207698838,2.08042244813484,0.0239845197896909,0.0580159682594086,0.00653285134600772
-4665.34207698838,2.08042244813484,0.0239845197896909,0.0580159682594086,0.00653285134600772
-4665.34207698838,2.08042244813484,0.0239845197896909,0.0580159682594086,0.00653285134600772
-4665.34207698838,2.08042244813484,0.0239845197896909,0.0580159682594086,0.00653285134600772
-4665.34207698838,2.08042244813484,0.0239845197896909,0.0580159682594086,0.00653285134600772
-4665.34207698838,2.08042244813484,0.0239845197896909,0.0580159682594086,0.00653285134600772
-4665.40319821769,2.13003367312363,0.0202965320153051,0.0536096723392214,0.00555312473715647
-4665.40319821769,2.13003367312363,0.0202965320153051,0.0536096723392214,0.00555312473715647
-4665.40319821769,2.13003367312363,0.0202965320153051,0.0536096723392214,0.00555312473715647
-4665.40319821769,2.13003367312363,0.0202965320153051,0.0536096723392214,0.00555312473715647
-4665.40319821769,2.13003367312363,0.0202965320153051,0.0536096723392214,0.00555312473715647
-4665.40319821769,2.13003367312363,0.0202965320153051,0.0536096723392214,0.00555312473715647
-4664.90260221354,2.15907256463278,0.0155654062091614,0.0447373088993709,0.00388407528815823
-4664.90260221354,2.15907256463278,0.0155654062091614,0.0447373088993709,0.00388407528815823
-4666.3650000954,2.15177182541895,0.0169318280421114,0.0557443417673409,0.00265247311151802
-4665.90402536717,2.21197117558857,0.014603214206874,0.0435145516535007,0.00438471073270114
-4665.90402536717,2.21197117558857,0.014603214206874,0.0435145516535007,0.00438471073270114
-4665.90402536717,2.21197117558857,0.014603214206874,0.0435145516535007,0.00438471073270114
-4665.90402536717,2.21197117558857,0.014603214206874,0.0435145516535007,0.00438471073270114
-4665.90402536717,2.21197117558857,0.014603214206874,0.0435145516535007,0.00438471073270114
-4665.22493099054,2.13958576909757,0.019896106689676,0.0485640046899754,0.00475811443755494
-4665.22493099054,2.13958576909757,0.019896106689676,0.0485640046899754,0.00475811443755494
-4665.22493099054,2.13958576909757,0.019896106689676,0.0485640046899754,0.00475811443755494
-4665.22493099054,2.13958576909757,0.019896106689676,0.0485640046899754,0.00475811443755494
-4665.56566231528,2.15548495831773,0.0176211006737729,0.0513106182215132,0.00504502783057972
-4665.56566231528,2.15548495831773,0.0176211006737729,0.0513106182215132,0.00504502783057972
-4665.56566231528,2.15548495831773,0.0176211006737729,0.0513106182215132,0.00504502783057972
-4665.56566231528,2.15548495831773,0.0176211006737729,0.0513106182215132,0.00504502783057972
-4664.91993408907,2.17895132777581,0.0161200013871073,0.0422164938140591,0.0043318291150698
-4664.91993408907,2.17895132777581,0.0161200013871073,0.0422164938140591,0.0043318291150698
-4664.91993408907,2.17895132777581,0.0161200013871073,0.0422164938140591,0.0043318291150698
-4664.91993408907,2.17895132777581,0.0161200013871073,0.0422164938140591,0.0043318291150698
-4664.91993408907,2.17895132777581,0.0161200013871073,0.0422164938140591,0.0043318291150698
-4664.91993408907,2.17895132777581,0.0161200013871073,0.0422164938140591,0.0043318291150698
-4664.91993408907,2.17895132777581,0.0161200013871073,0.0422164938140591,0.0043318291150698
-4664.91993408907,2.17895132777581,0.0161200013871073,0.0422164938140591,0.0043318291150698
-4664.91993408907,2.17895132777581,0.0161200013871073,0.0422164938140591,0.0043318291150698
-4664.91993408907,2.17895132777581,0.0161200013871073,0.0422164938140591,0.0043318291150698
-4664.91993408907,2.17895132777581,0.0161200013871073,0.0422164938140591,0.0043318291150698
-4664.91993408907,2.17895132777581,0.0161200013871073,0.0422164938140591,0.0043318291150698
-4664.91993408907,2.17895132777581,0.0161200013871073,0.0422164938140591,0.0043318291150698
-4666.01217749983,2.12835820915785,0.0171668518552449,0.049453082963929,0.00250961809969313
-4666.01217749983,2.12835820915785,0.0171668518552449,0.049453082963929,0.00250961809969313
-4666.01217749983,2.12835820915785,0.0171668518552449,0.049453082963929,0.00250961809969313
-4666.01217749983,2.12835820915785,0.0171668518552449,0.049453082963929,0.00250961809969313
-4666.01217749983,2.12835820915785,0.0171668518552449,0.049453082963929,0.00250961809969313
-4666.01217749983,2.12835820915785,0.0171668518552449,0.049453082963929,0.00250961809969313
-4665.97952577543,2.09145978678314,0.0192238693145127,0.060496774530782,0.00313596280232139
-4665.97952577543,2.09145978678314,0.0192238693145127,0.060496774530782,0.00313596280232139
-4665.97952577543,2.09145978678314,0.0192238693145127,0.060496774530782,0.00313596280232139
-4666.44772393317,2.04596010828025,0.0226095703434554,0.0609182442504954,0.0049856079996237
-4667.44466391119,2.08807267558496,0.0192082292033391,0.049476826719733,0.00685531095695968
-4667.34749192775,2.03000724439511,0.0240436513522499,0.0640113448771825,0.00666731634061802
-4667.34749192775,2.03000724439511,0.0240436513522499,0.0640113448771825,0.00666731634061802
-4665.55947527313,2.06320282851686,0.0256665918923408,0.0655549518893696,0.00466653615328024
-4664.8427836005,2.12426584868433,0.0187165605158661,0.0529196929418841,0.00451281822550606
-4664.8427836005,2.12426584868433,0.0187165605158661,0.0529196929418841,0.00451281822550606
-4665.4741548244,2.10010299737889,0.0226460563468462,0.0604419057769909,0.00499206727272786
-4665.4741548244,2.10010299737889,0.0226460563468462,0.0604419057769909,0.00499206727272786
-4666.26113278715,2.10695407099359,0.024192475111867,0.0540112790381071,0.00537712303992451
-4666.26113278715,2.10695407099359,0.024192475111867,0.0540112790381071,0.00537712303992451
-4666.26113278715,2.10695407099359,0.024192475111867,0.0540112790381071,0.00537712303992451
-4666.63539503291,2.02901910507012,0.0289792834203606,0.0565502547389929,0.008170453632166
-4666.63539503291,2.02901910507012,0.0289792834203606,0.0565502547389929,0.008170453632166
-4666.63539503291,2.02901910507012,0.0289792834203606,0.0565502547389929,0.008170453632166
-4666.68801219076,2.08188276020266,0.0258846887165201,0.0536113262182554,0.00500585595650637
-4666.68801219076,2.08188276020266,0.0258846887165201,0.0536113262182554,0.00500585595650637
-4666.68801219076,2.08188276020266,0.0258846887165201,0.0536113262182554,0.00500585595650637
-4665.81141184946,2.08035690382619,0.0249544307655848,0.0614246829426361,0.00430389320756697
-4664.91893343646,2.10132173714877,0.0220065562880508,0.0543221802384017,0.00529487520518679
-4664.91893343646,2.10132173714877,0.0220065562880508,0.0543221802384017,0.00529487520518679
-4664.91893343646,2.10132173714877,0.0220065562880508,0.0543221802384017,0.00529487520518679
-4666.13934156988,2.13907684681229,0.0152759539174957,0.0442105299602108,0.00371357802917697
-4666.30978787062,2.13888024937113,0.0169700364795344,0.0501369350099628,0.00592195047698005
-4666.30978787062,2.13888024937113,0.0169700364795344,0.0501369350099628,0.00592195047698005
-4666.30978787062,2.13888024937113,0.0169700364795344,0.0501369350099628,0.00592195047698005
-4666.30978787062,2.13888024937113,0.0169700364795344,0.0501369350099628,0.00592195047698005
-4665.88264209085,2.08396896750703,0.0205562865339146,0.058067860376927,0.00572204490335513
-4665.64719415508,2.13382954654768,0.0172521482850036,0.049706362113273,0.00548726645978773
-4665.64719415508,2.13382954654768,0.0172521482850036,0.049706362113273,0.00548726645978773
-4665.64719415508,2.13382954654768,0.0172521482850036,0.049706362113273,0.00548726645978773
-4665.64719415508,2.13382954654768,0.0172521482850036,0.049706362113273,0.00548726645978773
-4665.64719415508,2.13382954654768,0.0172521482850036,0.049706362113273,0.00548726645978773
-4665.64719415508,2.13382954654768,0.0172521482850036,0.049706362113273,0.00548726645978773
-4665.78572337795,2.15881445036251,0.0190526511119286,0.044541593122211,0.00612949131619034
-4667.08070792459,2.02689152927144,0.0309298397521924,0.0581828402201012,0.00964247715474313
-4667.08070792459,2.02689152927144,0.0309298397521924,0.0581828402201012,0.00964247715474313
-4668.22615244053,2.08796428954405,0.024848974462952,0.048842970540102,0.0108599130365487
-4668.01015795058,2.0951173902736,0.021873600548201,0.0459430185091492,0.00985258634553841
-4667.31124413621,2.04838813140092,0.0289316505698553,0.0573638824260389,0.010272566115704
-4666.98575885067,2.08547472304682,0.0257249023977194,0.0508931674981168,0.00917447098593162
-4667.0659383933,2.09031723704641,0.0236265810231292,0.0632048661235215,0.00743728810581833
-4667.0659383933,2.09031723704641,0.0236265810231292,0.0632048661235215,0.00743728810581833
-4668.36959334066,1.97412419446224,0.0337810175247594,0.080249490939039,0.009801559147043
-4665.82175096088,2.08333661982251,0.0244913754703262,0.0564219991324256,0.00750556899535066
-4665.39211216582,2.09990554220682,0.0216017887084235,0.0499397545847596,0.00674983675524614
-4665.80690790839,2.08280111583802,0.0233400135610389,0.048795419182094,0.00660900585866033
-4666.32394490622,2.10190624607871,0.0211210904043501,0.0435701093147594,0.00597647272084794
-4666.32394490622,2.10190624607871,0.0211210904043501,0.0435701093147594,0.00597647272084794
-4666.32394490622,2.10190624607871,0.0211210904043501,0.0435701093147594,0.00597647272084794
-4666.32394490622,2.10190624607871,0.0211210904043501,0.0435701093147594,0.00597647272084794
-4666.32394490622,2.10190624607871,0.0211210904043501,0.0435701093147594,0.00597647272084794
-4666.32394490622,2.10190624607871,0.0211210904043501,0.0435701093147594,0.00597647272084794
-4665.86186213714,2.06264485850453,0.0245515986023989,0.052599068645234,0.00587321584194689
-4666.56230023707,2.10757623762421,0.021702689515966,0.043949961191838,0.00520002539790329
-4666.56230023707,2.10757623762421,0.021702689515966,0.043949961191838,0.00520002539790329
-4665.540093111,2.13642137712707,0.0179524878720065,0.0436502820690041,0.00391243743251724
-4665.540093111,2.13642137712707,0.0179524878720065,0.0436502820690041,0.00391243743251724
-4665.540093111,2.13642137712707,0.0179524878720065,0.0436502820690041,0.00391243743251724
-4665.540093111,2.13642137712707,0.0179524878720065,0.0436502820690041,0.00391243743251724
-4665.540093111,2.13642137712707,0.0179524878720065,0.0436502820690041,0.00391243743251724
-4665.540093111,2.13642137712707,0.0179524878720065,0.0436502820690041,0.00391243743251724
-4665.540093111,2.13642137712707,0.0179524878720065,0.0436502820690041,0.00391243743251724
-4665.540093111,2.13642137712707,0.0179524878720065,0.0436502820690041,0.00391243743251724
-4665.5395873663,2.11122655009394,0.0185280102755528,0.0471148858326095,0.00422624014013254
-4665.40621935324,2.11508383542884,0.0191930841517202,0.0547852241000883,0.00297788273537109
-4665.37861294236,2.07696866948475,0.0219969194101756,0.0538552532937349,0.00583545104637199
-4664.7393590532,2.14316527587697,0.0174392229439295,0.0463659107610023,0.00420413845334068
-4664.7393590532,2.14316527587697,0.0174392229439295,0.0463659107610023,0.00420413845334068
-4667.37765839563,2.09458563492785,0.026357148020603,0.0613672684170912,0.00513441567068881
-4667.37765839563,2.09458563492785,0.026357148020603,0.0613672684170912,0.00513441567068881
-4667.85297756398,2.24394820661053,0.0119362917748153,0.0324380543804655,0.00235167756249183
-4667.85297756398,2.24394820661053,0.0119362917748153,0.0324380543804655,0.00235167756249183
-4665.32757174215,2.20473707493429,0.0136983791740552,0.0383128734619166,0.00321493253725386
-4665.32757174215,2.20473707493429,0.0136983791740552,0.0383128734619166,0.00321493253725386
-4665.32757174215,2.20473707493429,0.0136983791740552,0.0383128734619166,0.00321493253725386
-4665.32757174215,2.20473707493429,0.0136983791740552,0.0383128734619166,0.00321493253725386
-4665.32757174215,2.20473707493429,0.0136983791740552,0.0383128734619166,0.00321493253725386
-4665.32757174215,2.20473707493429,0.0136983791740552,0.0383128734619166,0.00321493253725386
-4665.32757174215,2.20473707493429,0.0136983791740552,0.0383128734619166,0.00321493253725386
-4665.32757174215,2.20473707493429,0.0136983791740552,0.0383128734619166,0.00321493253725386
-4665.32757174215,2.20473707493429,0.0136983791740552,0.0383128734619166,0.00321493253725386
-4665.32757174215,2.20473707493429,0.0136983791740552,0.0383128734619166,0.00321493253725386
-4665.47026395249,2.18831249573343,0.0153672424283435,0.0376912148798916,0.0041431603057093
-4665.58470590526,2.12731539871039,0.0207842977054396,0.0455072641260411,0.00528750985487429
-4666.47994733064,2.17967351332848,0.0125985492689812,0.0404742107619576,0.00303073834172838
-4665.05910319849,2.13286421387017,0.0178131596681336,0.0451958340076337,0.00506978536629586
-4665.05910319849,2.13286421387017,0.0178131596681336,0.0451958340076337,0.00506978536629586
-4665.05910319849,2.13286421387017,0.0178131596681336,0.0451958340076337,0.00506978536629586
-4665.05910319849,2.13286421387017,0.0178131596681336,0.0451958340076337,0.00506978536629586
-4665.05910319849,2.13286421387017,0.0178131596681336,0.0451958340076337,0.00506978536629586
-4665.05910319849,2.13286421387017,0.0178131596681336,0.0451958340076337,0.00506978536629586
-4665.05910319849,2.13286421387017,0.0178131596681336,0.0451958340076337,0.00506978536629586
-4665.05910319849,2.13286421387017,0.0178131596681336,0.0451958340076337,0.00506978536629586
-4665.05910319849,2.13286421387017,0.0178131596681336,0.0451958340076337,0.00506978536629586
-4664.71228098783,2.14137566334833,0.0181712331311062,0.0472263888687709,0.00472872765593604
-4664.71228098783,2.14137566334833,0.0181712331311062,0.0472263888687709,0.00472872765593604
-4664.71228098783,2.14137566334833,0.0181712331311062,0.0472263888687709,0.00472872765593604
-4664.71228098783,2.14137566334833,0.0181712331311062,0.0472263888687709,0.00472872765593604
-4664.71228098783,2.14137566334833,0.0181712331311062,0.0472263888687709,0.00472872765593604
-4664.71228098783,2.14137566334833,0.0181712331311062,0.0472263888687709,0.00472872765593604
-4665.61495562616,2.10512769526499,0.0186753459935943,0.048178045676904,0.00483892645112724
-4665.61495562616,2.10512769526499,0.0186753459935943,0.048178045676904,0.00483892645112724
-4665.61495562616,2.10512769526499,0.0186753459935943,0.048178045676904,0.00483892645112724
-4665.61495562616,2.10512769526499,0.0186753459935943,0.048178045676904,0.00483892645112724
-4665.61495562616,2.10512769526499,0.0186753459935943,0.048178045676904,0.00483892645112724
-4665.61495562616,2.10512769526499,0.0186753459935943,0.048178045676904,0.00483892645112724
-4665.61495562616,2.10512769526499,0.0186753459935943,0.048178045676904,0.00483892645112724
-4665.61495562616,2.10512769526499,0.0186753459935943,0.048178045676904,0.00483892645112724
-4665.61495562616,2.10512769526499,0.0186753459935943,0.048178045676904,0.00483892645112724
-4665.61495562616,2.10512769526499,0.0186753459935943,0.048178045676904,0.00483892645112724
-4665.61495562616,2.10512769526499,0.0186753459935943,0.048178045676904,0.00483892645112724
-4665.61495562616,2.10512769526499,0.0186753459935943,0.048178045676904,0.00483892645112724
-4665.61495562616,2.10512769526499,0.0186753459935943,0.048178045676904,0.00483892645112724
-4665.61495562616,2.10512769526499,0.0186753459935943,0.048178045676904,0.00483892645112724
-4665.61495562616,2.10512769526499,0.0186753459935943,0.048178045676904,0.00483892645112724
-4665.61495562616,2.10512769526499,0.0186753459935943,0.048178045676904,0.00483892645112724
-4665.36667685116,2.07950869294814,0.020939985211759,0.0553984175620991,0.00475571202239369
-4666.03158337451,2.12148715563279,0.016758860731639,0.0530766788991402,0.00259325376848956
-4665.81937712581,2.03698749663326,0.0253041710632344,0.0666381237120786,0.00436494277714279
-4665.81937712581,2.03698749663326,0.0253041710632344,0.0666381237120786,0.00436494277714279
-4665.81937712581,2.03698749663326,0.0253041710632344,0.0666381237120786,0.00436494277714279
-4665.81937712581,2.03698749663326,0.0253041710632344,0.0666381237120786,0.00436494277714279
-4665.73261437636,2.08112211122219,0.0200165089453711,0.0569333077949714,0.00452762729755097
-4665.73261437636,2.08112211122219,0.0200165089453711,0.0569333077949714,0.00452762729755097
-4666.44795903522,2.11758105434824,0.0175132712197044,0.0594466170744336,0.00369929958427885
-4665.46058497607,2.12196921385626,0.0184012477353342,0.0479918144122939,0.00593170734628872
-4665.46058497607,2.12196921385626,0.0184012477353342,0.0479918144122939,0.00593170734628872
-4665.46058497607,2.12196921385626,0.0184012477353342,0.0479918144122939,0.00593170734628872
-4665.46058497607,2.12196921385626,0.0184012477353342,0.0479918144122939,0.00593170734628872
-4665.53413654662,2.11871394173476,0.0188224777572051,0.0459686418198936,0.00606389883123689
-4665.53413654662,2.11871394173476,0.0188224777572051,0.0459686418198936,0.00606389883123689
-4665.53413654662,2.11871394173476,0.0188224777572051,0.0459686418198936,0.00606389883123689
-4665.53413654662,2.11871394173476,0.0188224777572051,0.0459686418198936,0.00606389883123689
-4665.53413654662,2.11871394173476,0.0188224777572051,0.0459686418198936,0.00606389883123689
-4666.87593771198,2.07607146607466,0.0252901285691959,0.0505419946392183,0.00504073170613835
-4664.91400204184,2.10020786946883,0.0219645859016422,0.0533901558631035,0.00545205267848493
-4664.91400204184,2.10020786946883,0.0219645859016422,0.0533901558631035,0.00545205267848493
-4665.65299586723,2.0445166784964,0.0253534204664686,0.0629819648322297,0.00631102756673999
-4666.85234725104,2.06054271779575,0.0238514047882568,0.0637513545876661,0.0076980658947492
-4667.73311288735,2.12533431226418,0.0203319826629495,0.0520872363659241,0.00850651405147449
-4667.73311288735,2.12533431226418,0.0203319826629495,0.0520872363659241,0.00850651405147449
-4667.50259174815,2.03095767375345,0.0257402318551084,0.0718937396922116,0.00739795774595346
-4667.50259174815,2.03095767375345,0.0257402318551084,0.0718937396922116,0.00739795774595346
-4667.50259174815,2.03095767375345,0.0257402318551084,0.0718937396922116,0.00739795774595346
-4665.94473920054,2.09700817114108,0.0224617036173171,0.0534097329285008,0.00765232552169452
-4665.94473920054,2.09700817114108,0.0224617036173171,0.0534097329285008,0.00765232552169452
-4666.8969283139,2.16542366655965,0.0159222052262857,0.0445213410069721,0.00665468880736157
-4666.83035453188,2.1201655992386,0.02347228753026,0.0568613076037075,0.00594387854072385
-4666.83035453188,2.1201655992386,0.02347228753026,0.0568613076037075,0.00594387854072385
-4666.83035453188,2.1201655992386,0.02347228753026,0.0568613076037075,0.00594387854072385
-4667.87587539159,2.09441972622423,0.0269416309169903,0.0552617697996178,0.00862337316974577
-4668.35699099256,2.10622504111544,0.0267631960210535,0.0526036636462366,0.00766730368321495
-4667.4752735282,2.11991301288441,0.0222694515065319,0.047656818353986,0.00919097617092119
-4667.4752735282,2.11991301288441,0.0222694515065319,0.047656818353986,0.00919097617092119
-4667.49128994104,2.04901713855629,0.0272738403568361,0.060438512893406,0.0102232890346063
-4667.49128994104,2.04901713855629,0.0272738403568361,0.060438512893406,0.0102232890346063
